x,y,z
1.585585355916031,1.8643391288167936,0.607
1.585585355916031,1.8643391288167936,0.577
1.585585355916031,1.8643391288167936,0.5471374045801527
1.5758893559160303,1.8612011288167938,0.5471374045801527
1.5673153559160304,1.8578051288167943,0.5471374045801527
1.5634453559160304,1.856017128816794,0.5471374045801527
1.5598513559160303,1.8541571288167942,0.5471374045801527
1.5565393559160303,1.852237128816794,0.5471374045801527
1.5535033559160305,1.850251128816794,0.5471374045801527
1.5636253559160305,1.850251128816794,0.5471374045801527
1.5805573559160304,1.850515128816794,0.5471374045801527
1.5814213559160304,1.8504491288167937,0.5471374045801527
1.5818833559160308,1.850251128816794,0.5471374045801527
1.5820813559160305,1.8490571288167936,0.5471374045801527
1.5820813559160305,1.840987128816794,0.5471374045801527
1.5820153559160306,1.840147128816793,0.5471374045801527
1.5818173559160305,1.8397331288167942,0.5471374045801527
1.5805573559160304,1.839535128816794,0.5471374045801527
1.5636253559160305,1.8397991288167936,0.5471374045801527
1.5415333559160305,1.8397991288167936,0.5471374045801527
1.5391693559160304,1.8365891288167944,0.5471374045801527
1.5368353559160304,1.8327851288167938,0.5471374045801527
1.5435853559160306,1.8327851288167938,0.5471374045801527
1.5622393559160308,1.8330551288167933,0.5471374045801527
1.5631273559160306,1.832971128816794,0.5471374045801527
1.5635593559160303,1.8327191288167939,0.5471374045801527
1.5637573559160305,1.8313991288167941,0.5471374045801527
1.5634933559160304,1.821145128816794,0.5471374045801527
1.5634933559160304,1.8096371288167938,0.5471374045801527
1.5637573559160305,1.7992511288167943,0.5471374045801527
1.5636913559160304,1.7983571288167937,0.5471374045801527
1.5634933559160304,1.7979311288167936,0.5471374045801527
1.5622393559160308,1.797733128816793,0.5471374045801527
1.5435853559160306,1.797997128816794,0.5471374045801527
1.5217243559160305,1.797997128816794,0.5471374045801527
1.4998633559160306,1.797997128816794,0.5471374045801527
1.4812753559160303,1.797733128816793,0.5471374045801527
1.4804293559160304,1.7977991288167938,0.5471374045801527
1.4800153559160305,1.797997128816794,0.5471374045801527
1.4798173559160306,1.7992511288167943,0.5471374045801527
1.4800813559160306,1.8096371288167938,0.5471374045801527
1.4800813559160306,1.821145128816794,0.5471374045801527
1.4798173559160306,1.8313991288167941,0.5471374045801527
1.4798833559160305,1.8323591288167937,0.5471374045801527
1.4800813559160306,1.8328511288167941,0.5471374045801527
1.4812753559160303,1.8330551288167933,0.5471374045801527
1.4998633559160306,1.8327851288167938,0.5471374045801527
1.5289633559160305,1.8327851288167938,0.5471374045801527
1.5243373559160305,1.833847128816794,0.5471374045801527
1.5227473559160305,1.834591128816794,0.5471374045801527
1.5223513559160304,1.835071128816794,0.5471374045801527
1.5222193559160306,1.8356291288167939,0.5471374045801527
1.5223153559160305,1.836205128816794,0.5471374045801527
1.5226153559160305,1.8367211288167942,0.5471374045801527
1.5238033559160309,1.837615128816794,0.5471374045801527
1.5252133559160306,1.8385271288167944,0.5471374045801527
1.5265153559160305,1.8397991288167936,0.5471374045801527
1.5032323559160303,1.8397991288167936,0.5471374045801527
1.4799493559160304,1.8397991288167936,0.5471374045801527
1.4628853559160304,1.839535128816794,0.5471374045801527
1.4619913559160305,1.839601128816794,0.5471374045801527
1.4615653559160309,1.8397991288167936,0.5471374045801527
1.4613673559160305,1.840987128816794,0.5471374045801527
1.4613673559160305,1.8490571288167936,0.5471374045801527
1.4614213559160305,1.849861128816794,0.5471374045801527
1.4615953559160308,1.8502811288167942,0.5471374045801527
1.4620333559160303,1.8504551288167936,0.5471374045801527
1.4628853559160304,1.850515128816794,0.5471374045801527
1.4799493559160304,1.850251128816794,0.5471374045801527
1.4898073559160303,1.850251128816794,0.5471374045801527
1.4869453559160304,1.8520091288167941,0.5471374045801527
1.4837593559160305,1.8536831288167936,0.5471374045801527
1.4802433559160306,1.855267128816794,0.5471374045801527
1.4763973559160304,1.856767128816794,0.5471374045801527
1.4722213559160306,1.8581771288167939,0.5471374045801527
1.4677213559160305,1.859503128816794,0.5471374045801527
1.4577253559160306,1.8618911288167939,0.5471374045801527
1.4602873559160303,1.865581128816794,0.5471374045801527
1.4626873559160305,1.8700271288167938,0.5471374045801527
1.4641273559160304,1.872655128816793,0.5471374045801527
1.4647813559160303,1.8733151288167937,0.5471374045801527
1.4653993559160303,1.8735311288167942,0.5471374045801527
1.4685733559160306,1.872739128816794,0.5471374045801527
1.4736673559160305,1.871023128816794,0.5471374045801527
1.4783653559160306,1.8691871288167936,0.5471374045801527
1.4826613559160304,1.8672191288167939,0.5471374045801527
1.4865673559160308,1.8651311288167933,0.5471374045801527
1.4836033559160304,1.8686891288167942,0.5471374045801527
1.4806633559160305,1.8725411288167944,0.5471374045801527
1.4777473559160303,1.8766931288167938,0.5471374045801527
1.4748613559160306,1.881139128816794,0.5471374045801527
1.4745913559160306,1.8821351288167933,0.5471374045801527
1.4749393559160304,1.8828911288167942,0.5471374045801527
1.4759833559160305,1.883719128816794,0.5471374045801527
1.4837233559160306,1.8881531288167939,0.5471374045801527
1.4853073559160306,1.8888791288167937,0.5471374045801527
1.4858533559160303,1.8885791288167944,0.5471374045801527
1.4864353559160306,1.8876911288167941,0.5471374045801527
1.4893633559160304,1.8820811288167938,0.5471374045801527
1.4926033559160303,1.8767111288167937,0.5471374045801527
1.4961433559160304,1.871563128816794,0.5471374045801527
1.4999953559160306,1.866655128816794,0.5471374045801527
1.5003433559160304,1.8662051288167933,0.5471374045801527
