x,y,z
1.6194852941176472,1.2,1.995039648212226
1.5827205882352942,1.2,1.9950338811995385
1.6516572952710495,1.2,2.0308823529411764
1.5441176470588236,1.2,2.0226074106113034
1.738054354094579,1.2,1.996875
1.7454044117647058,1.2,2.0244514129181086
1.6856588811995388,1.2,1.9215073529411764
1.7757324106113033,1.2,2.0088235294117647
1.859375,1.2,2.004230824682814
1.9145191753171853,1.2,2.003308823529412
1.6378676470588236,1.2,1.94723976355248
1.6332720588235294,1.2,1.96838523644752
1.6139705882352942,1.2,2.0079072952710497
1.5615808823529411,1.2,1.967460351787774
1.5661735870818916,1.2,1.9380514705882352
1.7931985294117647,1.2,1.9490837658592848
1.7720588235294117,1.2,1.979414648212226
1.7316176470588236,1.2,1.920585351787774
1.911764705882353,1.2,1.967460351787774
1.8777573529411764,1.2,2.025370530565167
1.8621323529411764,1.2,1.96838523644752
1.8630514705882355,1.2,1.9490779988465967
2.005514705882353,1.2,1.9224235870818915
2.035848471741638,1.2,1.947242647058824
2.037683823529412,1.2,2.0161793540945787
2.0137838811995388,1.2,1.9426470588235287
2.188419117647059,1.2,1.9647087658592848
2.1727970011534024,1.2,2.0161764705882352
2.148897058823529,1.2,1.992276528258362
2.151657295271049,1.2,1.9371323529411764
2.209558823529412,1.2,1.9178279988465967
1.6305147058823528,1.2,1.9371294694348329
1.8685661764705883,1.2,1.939892589388697
1.9292279411764703,1.2,1.9389734717416376
1.662680940023068,1.2,1.8424632352941173
1.6856646482122262,1.2,1.8387867647058824
1.6102941176470589,1.2,1.8102912341407151
1.5946720011534026,1.2,1.710110294117647
1.6194824106113033,1.2,1.689889705882353
1.7362132352941178,1.2,1.649445645905421
1.671875,1.2,1.672429354094579
1.7132352941176472,1.2,1.7321662341407151
1.7169146482122262,1.2,1.8727941176470588
1.620401528258362,1.2,1.8323529411764703
1.5643353517877738,1.2,1.877389705882353
1.5487132352941178,1.2,1.7625028835063437
1.5487132352941178,1.2,1.6669088811995385
1.9154411764705883,1.2,1.533642589388697
1.974264705882353,1.2,1.565805940023068
2.1167279411764706,1.2,1.533642589388697
1.725180940023068,1.2,1.417830882352941
1.7113970588235294,1.2,1.4968778835063437
1.7362132352941178,1.2,1.5134162341407151
1.6966882929642444,1.2,1.5722426470588236
1.6810661764705883,1.2,1.5979808246828142
1.6167308246828145,1.2,1.5501838235294116
1.5707720588235294,1.2,1.567649942329873
1.54963523644752,1.2,1.511580882352941
1.5523868223760091,1.2,1.41875
1.5790412341407152,1.2,1.368198529411765
1.6295955882352942,1.2,1.4683794694348329
1.6544088811995388,1.2,1.4628676470588236
1.6553308823529411,1.2,1.38473976355248
1.8988941753171853,1.2,1.454595588235294
2.014705882352941,1.2,1.4775764129181084
2.0073529411764706,1.2,1.493195645905421
1.9963235294117647,1.2,1.5262838811995385
1.99723976355248,1.2,1.5786764705882352
1.903492647058824,1.2,1.5722455305651672
1.8704044117647056,1.2,1.5262838811995385
1.9080882352941173,1.2,1.493195645905421
2.1102970011534024,1.2,1.377389705882353
2.1102970011534024,1.2,1.549264705882353
2.08088523644752,1.2,1.5253676470588236
2.084555940023068,1.2,1.4352941176470588
2.240808823529412,1.2,1.48401023644752
2.219669117647059,1.2,1.510664648212226
2.2371323529411766,1.2,1.5327177047289504
2.176470588235294,1.2,1.56213523644752
2.1369485294117645,1.2,1.564892589388697
2.124080882352941,1.2,1.4996294694348329
2.158091118800461,1.2,1.4683823529411764
2.248164648212226,1.15,1.438970588235294
2.407169117647059,1.2,1.502386822376009
2.459558823529412,1.2,1.584194059976932
2.3088235294117645,1.2,1.5814367070357551
2.411764705882353,1.2,1.5501867070357551
2.371320645905421,1.2,1.4123161764705885
2.1580882352941178,1.2,1.4334529988465974
2.160845588235294,1.2,1.4545984717416378
1.7729779411764706,1.2,1.42151023644752
1.9181985294117647,1.2,1.375554354094579
1.9880514705882355,1.2,1.352570645905421
1.9623161764705883,1.2,1.4297822952710495
1.8694824106113035,1.2,1.3727941176470588
2.141544117647059,1.2,1.393011822376009
2.2012838811995388,1.2,1.4518382352941177
2.184742647058824,1.2,1.3599235870818915
2.21598976355248,1.2,1.4123161764705885
2.142466118800461,1.2,1.352573529411765
